SEVERITYCODE,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,cluster_id,WEATHER_Other_Dangerous,WEATHER_Overcast,WEATHER_Raining,WEATHER_Snowing,WEATHER_Unknown,LIGHTCOND_Dark,LIGHTCOND_Dawn,LIGHTCOND_Dusk,LIGHTCOND_Unknown,ROADCOND_Other_Dangerous,ROADCOND_Unknown,ROADCOND_Wet,ADDRTYPE_Intersection
2,10,41,2,12,355,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,46,1,16,355,0,1,0,0,0,0,0,1,0,0,0,0,0
1,12,50,0,9,198,1,0,0,0,0,0,0,0,0,0,0,1,1
2,11,45,1,12,280,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,45,5,19,438,0,0,1,0,0,1,0,0,0,0,0,1,0
1,10,41,3,10,330,0,0,1,0,0,0,0,0,0,0,0,1,1
1,10,44,1,14,456,0,1,0,0,0,0,0,0,0,0,0,0,0
1,8,31,2,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,10,43,5,11,190,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,47,3,14,178,0,0,0,0,0,0,0,0,0,0,0,1,1
1,9,39,1,5,386,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11,48,0,21,345,0,1,0,0,0,1,0,0,0,0,0,0,0
2,9,38,4,16,130,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,42,4,12,220,0,0,1,0,0,0,0,0,0,0,0,1,1
1,12,49,5,8,45,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10,40,0,16,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,45,1,8,123,0,1,0,0,0,0,0,0,0,0,0,0,0
2,11,45,6,17,243,0,0,1,0,0,1,0,0,0,0,0,1,0
1,9,38,1,21,175,0,0,1,0,0,1,0,0,0,0,0,1,1
2,10,43,6,11,457,1,0,0,0,0,0,0,0,0,0,0,0,0
2,11,47,6,10,483,0,0,1,0,0,0,0,0,0,0,0,1,1
2,10,40,5,14,274,0,1,0,0,0,0,0,0,0,0,0,1,1
1,11,47,0,11,74,0,1,0,0,0,0,0,0,0,0,0,1,0
1,11,45,6,9,175,0,1,0,0,0,0,0,0,0,0,0,1,1
1,11,46,2,16,307,0,1,0,0,0,1,0,0,0,0,0,0,0
1,11,44,4,10,105,0,1,0,0,0,0,0,0,0,0,0,1,0
1,10,43,4,4,333,0,0,0,0,0,1,0,0,0,0,0,0,1
1,12,49,1,16,287,0,0,0,0,0,0,0,1,0,0,0,0,1
1,10,42,5,22,43,0,0,1,0,0,1,0,0,0,0,0,1,1
2,12,50,1,15,123,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,44,1,8,454,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,45,2,18,294,0,0,1,0,0,1,0,0,0,0,0,1,0
1,9,35,5,8,444,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,50,1,19,361,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10,42,3,15,475,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,42,5,21,94,0,0,1,0,0,1,0,0,0,0,0,1,1
2,11,45,0,14,160,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,44,4,15,59,0,0,1,0,0,0,0,0,0,0,0,1,1
1,11,45,4,13,326,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,30,0,15,486,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11,45,1,18,156,0,0,0,0,0,1,0,0,0,0,0,0,0
1,8,34,1,16,346,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,48,1,10,412,0,0,1,0,0,0,0,0,0,0,0,1,1
1,12,48,5,13,404,0,0,1,0,0,0,0,0,0,0,0,1,0
2,9,38,4,23,492,0,0,0,0,0,1,0,0,0,0,0,0,1
1,12,49,5,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,47,1,9,137,0,0,1,0,0,0,0,0,0,0,0,1,0
2,11,44,4,8,409,0,1,0,0,0,0,0,0,0,0,0,1,1
1,11,45,1,1,391,0,0,0,0,0,1,0,0,0,0,0,0,1
2,11,47,2,14,192,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,35,2,16,145,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,46,6,20,174,0,0,1,0,0,0,0,0,0,0,0,1,0
1,7,29,2,9,400,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,43,6,23,326,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,49,5,20,158,0,0,0,0,0,1,0,0,0,0,1,0,0
1,11,45,4,17,61,0,0,0,0,1,0,0,0,1,0,1,0,0
1,12,49,1,17,125,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,44,3,8,325,0,0,1,0,0,0,0,0,0,0,0,1,0
1,11,44,3,7,48,0,1,0,0,0,1,0,0,0,0,0,1,0
2,10,40,0,14,54,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,39,3,9,128,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,43,5,16,445,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,48,6,1,90,0,0,1,0,0,1,0,0,0,0,0,1,0
1,11,45,4,22,300,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,47,1,14,186,0,0,1,0,0,0,0,0,0,0,0,1,1
2,11,45,3,15,59,0,0,1,0,0,0,0,0,0,0,0,1,0
2,12,48,4,17,288,0,0,1,0,0,1,0,0,0,0,0,1,1
1,12,48,4,14,355,0,0,1,0,0,0,0,0,0,0,0,1,0
1,11,45,1,15,274,0,1,0,0,0,0,0,1,0,0,0,0,0
1,10,41,3,20,346,0,0,0,0,0,1,0,0,0,0,0,0,1
2,11,44,3,20,138,0,0,1,0,0,1,0,0,0,0,0,1,0
1,11,45,3,20,489,0,0,1,0,0,1,0,0,0,0,0,1,0
1,10,42,6,3,87,0,1,0,0,0,1,0,0,0,0,0,1,0
1,11,44,3,13,314,0,0,0,0,0,0,0,0,0,0,0,1,0
1,11,44,3,8,487,0,0,1,0,0,0,0,0,0,0,0,1,1
2,9,36,1,15,275,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10,42,3,12,116,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,43,2,9,432,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,48,4,23,194,0,1,0,0,0,1,0,0,0,0,0,1,1
2,11,48,2,17,131,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,44,6,16,55,0,0,0,0,0,1,0,0,0,0,0,0,0
2,10,41,3,4,116,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,46,0,2,87,0,0,1,0,0,1,0,0,0,1,0,0,1
2,11,46,2,9,391,0,0,1,0,0,0,0,0,0,0,0,1,0
1,7,29,2,18,490,0,0,0,0,0,0,0,1,0,0,0,0,0
1,9,38,5,22,121,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,43,2,0,451,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,48,1,11,293,0,0,1,0,0,0,0,0,0,0,0,1,1
1,10,42,4,13,326,0,1,0,0,0,0,0,0,0,0,0,1,1
2,11,44,2,21,307,0,0,0,0,0,1,0,0,0,0,0,0,1
1,12,50,1,14,279,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,45,5,23,466,0,0,1,0,0,1,0,0,0,0,0,1,0
1,11,44,3,21,63,0,1,0,0,0,1,0,0,0,0,0,1,0
1,10,43,6,19,16,0,0,0,0,0,1,0,0,0,0,0,0,1
2,11,45,4,13,485,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,37,3,13,201,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,44,3,6,403,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,40,2,3,408,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,48,1,19,224,0,0,0,0,0,1,0,0,0,0,0,0,0
2,12,49,5,17,124,0,0,0,0,0,1,0,0,0,0,0,0,1
1,9,38,6,21,216,0,0,0,0,0,1,0,0,0,0,0,0,1
2,11,44,6,17,280,0,1,0,0,0,1,0,0,0,0,0,1,1
1,10,43,6,22,303,0,0,0,0,0,1,0,0,0,0,0,0,0
1,9,38,4,15,243,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,48,3,16,160,0,1,0,0,0,1,0,0,0,0,0,0,1
1,12,49,6,18,201,0,0,0,0,0,1,0,0,0,0,0,0,0
1,9,39,3,23,344,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,49,1,1,245,0,0,0,0,0,1,0,0,0,0,0,1,0
1,11,44,2,16,173,0,1,0,0,0,0,0,1,0,0,0,0,1
2,10,43,1,18,283,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,43,6,4,339,0,1,0,0,0,1,0,0,0,0,0,0,0
1,7,30,1,19,346,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,41,1,17,421,0,0,1,0,0,0,0,1,0,0,0,1,0
1,11,44,4,15,212,0,1,0,0,0,0,0,0,0,0,0,1,1
2,10,39,6,2,23,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,48,1,10,488,0,0,1,0,0,0,0,0,0,0,0,1,0
2,7,29,1,11,200,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,43,1,9,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,42,6,5,309,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,49,1,7,487,0,0,0,0,0,0,1,0,0,0,0,1,0
2,11,48,2,17,94,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,47,6,14,405,0,0,1,0,0,0,0,0,0,0,0,1,0
2,9,37,1,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,46,3,8,46,0,0,1,0,0,0,0,0,0,0,0,1,1
2,10,43,3,16,397,0,0,0,0,0,0,0,0,0,0,0,0,1
2,12,49,1,19,45,0,0,0,0,0,1,0,0,0,0,0,1,1
1,12,50,0,1,98,0,0,0,0,0,1,0,0,0,0,0,0,0
2,10,42,5,11,100,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,41,4,9,480,0,1,0,0,0,0,0,0,0,0,0,1,0
1,10,42,3,18,393,0,0,1,0,0,1,0,0,0,0,0,1,0
2,10,41,5,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,39,0,14,396,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,48,5,19,127,0,0,1,0,0,1,0,0,0,0,0,1,1
1,12,49,3,13,163,0,0,0,0,0,0,0,0,0,0,0,0,1
2,6,23,4,19,154,0,1,0,0,0,0,0,0,0,0,0,0,1
2,11,47,2,9,428,0,1,0,0,0,0,0,0,0,0,0,1,1
1,11,45,1,17,224,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,45,1,13,142,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,49,1,8,153,1,0,0,0,0,0,0,0,0,0,0,1,1
1,8,35,3,10,29,0,0,0,0,0,0,0,0,0,0,0,1,0
2,9,39,2,15,52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,41,1,15,369,0,1,0,0,0,0,0,0,0,0,0,0,0
2,10,43,2,20,218,0,1,0,0,0,1,0,0,0,0,0,0,0
2,10,40,4,11,38,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,47,0,12,330,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,37,0,18,412,0,0,0,0,0,0,0,1,0,0,0,0,1
2,10,44,0,10,475,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,41,6,16,169,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,42,3,8,439,0,0,1,0,0,0,0,0,0,0,0,1,1
1,11,48,3,17,367,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,37,3,8,256,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,46,3,15,119,0,0,1,0,0,0,0,1,0,0,0,1,1
2,8,35,1,8,492,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,43,3,6,307,0,0,0,0,0,0,1,0,0,0,0,0,1
1,11,47,5,12,358,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,45,3,12,400,0,0,1,0,0,0,0,0,0,0,0,1,0
1,8,33,6,23,307,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,48,4,18,388,0,0,1,0,0,1,0,0,0,0,0,1,1
1,11,44,3,1,247,0,0,0,0,0,1,0,0,0,0,0,0,1
2,10,41,6,15,475,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,42,2,20,119,0,0,1,0,0,1,0,0,0,0,0,1,1
1,10,42,2,10,106,0,0,1,0,0,0,0,0,0,0,0,1,0
2,10,43,0,12,473,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,41,2,11,291,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,48,1,8,310,0,0,1,0,0,0,0,0,0,0,0,1,0
1,12,49,5,15,434,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,46,2,18,18,0,1,0,0,0,1,0,0,0,0,1,0,1
2,11,46,0,22,300,0,1,0,0,0,1,0,0,0,0,0,1,0
1,10,41,2,8,43,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,42,2,13,201,0,0,1,0,0,0,0,0,0,0,0,1,0
1,6,25,4,16,243,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,41,4,15,421,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,48,1,9,51,0,0,1,0,0,0,0,0,0,0,0,1,0
1,9,39,3,19,367,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,47,0,13,282,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,40,1,8,101,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,43,4,15,490,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,43,0,9,192,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12,49,1,10,175,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12,49,6,1,391,0,0,0,0,0,1,0,0,0,0,0,0,0
2,11,48,0,18,218,0,1,0,0,0,1,0,0,0,0,0,0,1
1,9,37,1,18,451,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,49,1,15,447,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,42,4,7,443,0,0,1,0,0,0,0,0,0,0,0,1,1
1,9,38,1,0,63,0,0,1,0,0,1,0,0,0,0,0,1,0
2,11,45,6,20,245,0,1,0,0,0,1,0,0,0,0,0,1,0
2,7,29,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,40,3,15,164,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,50,2,22,270,0,1,0,0,0,1,0,0,0,0,0,0,1
1,11,48,3,19,233,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,47,2,18,139,0,0,0,0,1,1,0,0,0,0,0,1,0
2,9,36,2,11,174,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,45,1,7,101,0,1,0,0,0,0,0,0,0,0,0,0,0
2,10,43,5,22,368,0,0,0,0,0,1,0,0,0,0,0,0,1
2,10,40,2,16,477,0,0,0,0,0,0,0,1,0,0,0,0,1
1,12,48,4,10,461,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,48,2,16,490,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,41,1,12,48,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,43,4,22,85,0,0,0,0,0,1,0,0,0,0,0,0,0
1,9,35,6,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,40,4,23,326,0,0,1,0,0,1,0,0,0,0,0,1,0
2,12,48,5,16,338,0,0,1,0,0,1,0,0,0,0,0,1,1
2,10,43,6,17,403,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,48,5,10,237,0,0,1,0,0,0,0,0,0,0,0,1,0
1,11,48,1,23,490,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,45,5,22,123,0,0,1,0,0,1,0,0,0,0,0,1,0
1,8,34,5,23,153,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,46,2,13,274,0,1,0,0,0,0,0,0,0,0,0,1,0
2,7,29,2,7,379,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,44,3,14,29,0,1,0,0,0,0,0,0,0,0,0,1,0
2,11,48,3,17,101,0,0,1,0,0,1,0,0,0,0,0,1,0
1,10,40,2,9,186,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,48,0,7,226,0,1,0,0,0,0,0,0,0,0,0,0,1
2,10,40,5,16,389,0,0,1,0,0,0,0,0,0,0,0,1,1
1,10,42,3,9,139,0,0,1,0,0,0,0,0,0,0,0,1,0
1,11,46,0,12,205,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,43,0,6,95,0,0,0,0,0,1,0,0,0,0,0,0,0
2,11,44,4,8,465,0,1,0,0,0,0,0,0,0,0,0,1,0
1,11,46,5,21,146,0,0,0,0,0,1,0,0,0,0,0,0,0
1,10,41,1,13,490,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,45,1,19,268,0,0,0,0,0,1,0,0,0,0,0,0,1
1,7,28,5,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,43,6,16,54,0,0,0,0,0,0,1,0,0,0,0,0,1
2,11,48,1,13,187,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,40,1,17,300,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,47,1,8,175,0,0,1,0,0,0,0,0,0,0,0,1,1
1,9,38,3,18,428,0,1,0,0,0,0,0,0,0,0,0,0,1
1,10,43,2,13,454,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10,42,5,1,245,0,1,0,0,0,1,0,0,0,0,0,1,1
2,12,49,5,23,70,0,0,0,0,0,1,0,0,0,0,0,0,0
1,8,33,3,13,388,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,48,3,17,331,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,44,6,13,75,0,0,1,0,0,0,0,0,0,0,0,1,1
2,11,46,6,16,177,0,0,1,0,0,0,0,1,0,0,0,1,1
1,10,42,5,20,116,0,0,1,0,0,1,0,0,0,0,0,1,0
1,11,45,5,12,417,0,1,0,0,0,0,0,0,1,0,0,1,0
1,11,45,5,11,356,0,0,0,0,1,1,0,0,0,0,1,0,0
1,9,38,0,15,496,0,0,1,0,0,0,0,0,0,0,0,1,1
1,10,43,4,12,345,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,38,2,12,247,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12,48,6,9,340,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,50,2,20,438,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,47,0,9,6,0,1,0,0,0,0,0,0,0,0,0,0,1
2,10,40,3,16,345,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,47,1,16,207,0,0,1,0,0,0,0,0,0,0,0,1,0
2,11,47,0,8,123,0,0,1,0,0,0,0,0,0,0,0,1,0
1,9,36,3,16,314,0,1,0,0,0,0,0,0,0,0,0,0,0
1,11,46,0,23,244,0,0,1,0,0,1,0,0,0,0,0,1,1
1,11,45,3,9,123,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,41,3,14,245,0,0,1,0,0,0,0,0,0,0,0,1,0
2,10,40,1,4,178,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,42,4,11,48,0,1,0,0,0,0,0,0,0,0,0,1,0
2,11,44,3,16,267,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,42,2,14,490,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,41,4,17,483,0,0,0,0,1,0,0,0,1,0,1,0,0
1,10,41,3,16,190,0,0,1,0,0,0,0,0,0,0,0,1,0
1,9,37,4,11,123,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,45,6,17,94,0,1,0,0,0,0,0,1,0,0,0,1,0
1,9,37,1,10,128,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,39,1,15,54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,43,1,15,428,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,48,6,5,180,0,0,0,0,0,1,0,0,0,0,0,0,0
2,12,50,2,20,139,1,0,0,0,0,1,0,0,0,0,0,0,0
1,11,46,3,4,274,0,1,0,0,0,1,0,0,0,0,0,1,0
1,11,47,5,10,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,35,6,15,295,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,46,0,5,52,0,0,1,0,0,1,0,0,0,0,0,1,1
2,12,49,1,19,300,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,44,4,16,219,0,0,0,0,0,0,0,0,0,0,0,1,0
1,10,41,4,14,441,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,43,4,15,175,0,0,0,0,0,0,0,0,0,0,0,0,1
2,9,35,5,21,352,0,0,0,0,0,1,0,0,0,0,0,0,0
2,10,42,6,21,386,0,1,0,0,0,1,0,0,0,0,0,0,0
1,10,42,4,9,47,0,0,1,0,0,0,0,0,0,0,0,1,0
2,10,43,6,1,164,0,0,0,0,0,1,0,0,0,0,0,0,0
2,12,49,3,17,389,0,0,0,0,0,1,0,0,0,0,0,0,0
1,11,46,0,20,237,0,0,1,0,0,1,0,0,0,0,0,1,0
1,11,44,3,9,174,0,0,1,0,0,0,0,0,0,0,0,1,1
1,11,45,4,14,194,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,37,2,13,420,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,43,2,16,99,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,49,3,22,438,0,0,0,0,0,1,0,0,0,0,0,0,1
1,8,32,5,15,403,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,49,5,1,70,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,46,6,15,466,0,0,1,0,0,1,0,0,0,0,0,1,0
1,12,49,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,40,2,11,312,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,46,3,13,106,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,42,5,13,82,0,0,1,0,0,0,0,0,0,0,0,1,1
1,10,44,0,13,486,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,44,6,4,253,0,0,1,0,0,1,0,0,0,0,0,1,1
2,7,30,3,16,353,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,42,6,10,207,0,1,0,0,0,0,0,0,0,0,0,0,1
2,10,42,5,18,175,0,0,1,0,0,1,0,0,0,0,0,1,1
1,10,40,1,6,198,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10,43,4,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,44,4,12,489,1,0,0,0,0,0,0,0,0,0,0,1,0
1,10,42,4,20,94,0,0,0,0,0,1,0,0,0,0,0,0,1
2,11,47,1,6,46,0,0,1,0,0,1,0,0,0,0,0,1,1
1,12,48,4,16,363,0,0,1,0,0,1,0,0,0,0,0,1,1
1,10,44,1,10,170,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,47,1,15,332,0,0,1,0,0,0,0,0,0,0,0,1,1
1,10,43,1,9,449,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,43,6,10,451,0,1,0,0,0,0,0,0,0,0,0,0,1
1,10,43,4,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,28,6,13,154,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,39,3,15,174,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,43,4,8,454,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,48,5,23,439,0,0,1,0,0,1,0,0,0,0,0,1,0
2,11,47,1,7,63,0,0,1,0,0,0,1,0,0,0,0,1,0
1,11,45,6,1,24,0,0,0,0,0,1,0,0,0,0,0,1,1
2,10,41,2,13,459,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,46,3,10,274,0,0,1,0,0,0,0,0,0,0,0,1,1
1,11,46,2,9,388,0,1,0,0,0,0,0,0,0,0,0,1,0
1,9,38,1,10,123,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,44,4,8,4,0,1,0,0,0,0,0,0,0,0,0,1,0
1,10,41,4,19,316,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,49,5,8,420,1,0,0,0,0,0,0,0,0,0,0,1,1
1,10,42,4,16,142,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,43,6,1,32,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,42,6,4,467,0,1,0,0,0,1,0,0,0,0,0,1,0
2,12,50,1,8,430,0,0,0,0,0,0,0,0,0,0,0,1,1
1,11,47,0,13,153,0,0,1,0,0,0,0,0,0,0,0,1,0
2,12,50,1,22,160,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11,44,4,11,381,1,0,0,0,0,0,0,0,0,0,0,1,1
1,11,46,1,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,44,1,9,375,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,45,2,17,24,0,0,1,0,0,1,0,0,0,0,0,1,1
2,9,38,5,16,110,0,0,0,0,0,0,0,0,0,0,0,0,1
2,7,30,2,17,316,0,0,0,0,0,0,0,0,0,0,0,0,1
2,12,50,0,7,368,0,1,0,0,0,0,0,0,0,0,0,0,1
1,10,40,2,6,487,0,0,0,0,0,1,0,0,0,0,0,0,1
2,12,49,6,17,330,0,0,0,0,0,1,0,0,0,0,0,0,1
1,9,37,4,15,206,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,43,1,0,111,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,49,6,10,226,0,0,0,0,0,0,0,0,0,0,0,0,1
2,12,50,1,0,293,0,0,0,0,0,1,0,0,0,0,0,0,0
2,10,44,0,7,80,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,37,6,14,169,0,0,1,0,0,0,0,0,0,0,0,1,0
2,12,48,5,22,53,0,0,1,0,0,1,0,0,0,0,0,1,1
1,11,45,3,1,158,0,1,0,0,0,1,0,0,0,0,0,1,0
1,10,40,6,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,43,1,9,345,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,30,5,0,325,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12,49,1,15,467,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11,46,2,13,78,0,0,1,0,0,0,0,0,0,0,0,1,1
1,11,45,0,7,345,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,47,1,22,367,0,0,1,0,0,1,0,0,0,0,0,1,0
1,7,29,4,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,44,4,14,314,0,0,1,0,0,0,0,0,0,0,0,1,1
1,12,50,0,16,434,0,0,0,0,0,1,0,0,0,0,0,0,1
2,9,39,2,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,42,3,22,217,0,0,1,0,0,1,0,0,0,0,0,1,0
1,12,49,5,20,412,0,0,0,0,0,1,0,0,0,0,0,0,0
1,10,41,1,19,123,0,0,0,0,0,1,0,0,0,0,0,0,0
1,10,43,2,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,48,4,17,139,0,0,1,0,0,0,0,1,0,0,0,1,0
2,12,48,4,19,492,0,0,1,0,0,1,0,0,0,0,0,1,1
1,10,40,2,21,88,0,0,0,0,0,1,0,0,0,0,0,0,0
1,8,35,1,11,168,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,46,4,13,486,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,39,2,16,351,0,0,0,0,0,0,0,0,0,0,0,0,0
