SEVERITYCODE,X,Y,WEATHER,LIGHTCOND,ROADCOND,INC_YEAR,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,ADDRTYPE,cluster_id
1,-122.3613163,47.70693549,Raining,Dark - Street Lights On,Wet,2018,1,4,4,7,Block,382
1,-122.3460864,47.64009495,Clear,Daylight,Dry,2018,7,29,2,17,Block,479
1,-122.3184356,47.59750452,Raining,Daylight,Wet,2017,2,5,5,12,Block,288
1,-122.2991597,47.57967346,Raining,Daylight,Wet,2017,9,37,6,17,Block,427
1,-122.3363363,47.60564046,Clear,Dark - Street Lights On,Dry,2017,5,20,5,21,Block,388
1,-122.2948982,47.52713797,Raining,Dark - Street Lights On,Wet,2018,1,1,2,2,Block,86
1,-122.3212709,47.60085703,Snowing,Dark - Street Lights On,Snow/Slush,2018,2,8,2,21,Block,288
1,-122.3141274,47.61155241,Clear,Daylight,Dry,2017,12,48,6,10,Intersection,293
1,-122.3235328,47.65893847,Clear,Daylight,Dry,2017,4,16,4,18,Block,240
1,-122.3319657,47.60253667,Clear,Daylight,Dry,2017,10,40,2,9,Block,142
2,-122.3342033,47.57498194,Clear,Dark - Street Lights On,Dry,2018,6,24,3,22,Block,487
1,-122.31516270000002,47.6242597,Raining,Dawn,Wet,2018,2,5,4,7,Block,223
1,-122.29101029999998,47.57075993,Overcast,Dark - Street Lights On,Dry,2017,4,14,5,2,Block,148
1,-122.2964259,47.72790793,Overcast,Daylight,Wet,2017,10,41,1,17,Intersection,405
1,-122.29548,47.62250944,Clear,Daylight,Wet,2018,4,16,1,14,Block,18
1,-122.3139265,47.59901514,Clear,Daylight,Dry,2018,3,13,3,17,Block,174
2,-122.3608797,47.65041734,Clear,Daylight,Dry,2018,5,20,1,19,Intersection,239
2,-122.4087788,47.57588016,Clear,Daylight,Dry,2018,6,24,3,12,Block,144
1,-122.3241919,47.57168636,Raining,Daylight,Wet,2017,6,24,3,19,Block,314
1,-122.38989309999998,47.65764449,Overcast,Dark - No Street Lights,Wet,2017,12,52,2,23,Intersection,289
1,-122.3395111,47.57438696,Clear,Daylight,Dry,2017,3,9,2,8,Intersection,345
1,-122.3169651,47.60085286,Clear,Daylight,Dry,2017,8,34,5,16,Intersection,226
1,-122.3237636,47.5958333,Clear,Daylight,Dry,2017,9,39,3,16,Intersection,288
1,-122.3330014,47.610382,Clear,Dark - Street Lights On,Dry,2017,7,30,3,22,Block,52
1,-122.3988643,47.58541137,Clear,Daylight,Dry,2017,8,35,3,12,Block,481
1,-122.3418992,47.69671003,Clear,Daylight,Dry,2018,2,7,1,10,Block,205
2,-122.3237636,47.5958333,Clear,Dark - Street Lights On,Dry,2017,7,30,5,21,Intersection,288
2,-122.3353976,47.6861673,Clear,Daylight,Dry,2017,5,21,4,9,Block,105
1,-122.3080199,47.73389828,Blowing Sand/Dirt,Daylight,Snow/Slush,2018,2,8,4,15,Block,477
1,-122.3408806,47.57175135,Raining,Daylight,Wet,2017,6,24,3,16,Block,345
1,-122.3332693,47.57981029999999,Raining,Daylight,Wet,2018,2,9,2,16,Intersection,275
1,-122.2699869,47.53314343,Clear,Daylight,Wet,2018,4,15,2,14,Block,224
2,-122.3251713,47.6785359,Clear,Daylight,Dry,2017,3,11,5,16,Block,158
1,-122.334216,47.55190326,Raining,Daylight,Wet,2019,2,8,4,12,Intersection,48
2,-122.3659125,47.51736320000001,Raining,Dark - Street Lights On,Wet,2020,1,5,4,20,Intersection,78
1,-122.3496819,47.61524909,Clear,Daylight,Dry,2017,12,50,0,10,Intersection,201
2,-122.3544934,47.64831023,Clear,Daylight,Dry,2019,4,17,2,9,Intersection,468
1,-122.32947079999998,47.6132329,Raining,Daylight,Wet,2020,1,4,3,8,Block,300
1,-122.3928685,47.66905866,Clear,Daylight,Dry,2019,6,25,1,17,Block,218
1,-122.290568,47.68576663,Fog/Smog/Smoke,Daylight,Dry,2018,8,34,2,16,Block,355
1,-122.36968,47.66866158,Clear,Daylight,Dry,2019,4,15,4,9,Block,444
1,-122.381229,47.56140654,Raining,Daylight,Wet,2018,10,40,4,14,Intersection,434
2,-122.3496403,47.61857911,Clear,Daylight,Dry,2019,1,1,4,12,Block,155
1,-122.2884847,47.55119502,Clear,Daylight,Dry,2019,5,20,6,17,Block,203
1,-122.3055202,47.69393093,Raining,Dark - Street Lights On,Wet,2019,7,29,4,1,Intersection,47
2,-122.3118263,47.59626403,Clear,Daylight,Dry,2019,4,14,0,16,Block,174
1,-122.2865143,47.57762552,Overcast,Daylight,Dry,2019,6,23,3,17,Block,353
1,-122.2500305,47.50727601,Clear,Dark - Street Lights On,Dry,2019,4,16,6,22,Block,425
1,-122.3159446,47.65361705,Clear,Dark - Street Lights On,Dry,2018,12,49,2,18,Block,70
1,-122.3254643,47.60969373,Overcast,Daylight,Dry,2017,1,2,5,13,Block,466
1,-122.3423227,47.62757213,Clear,Daylight,Dry,2019,7,28,4,14,Block,43
1,-122.32271409999998,47.55336118,Raining,Daylight,Wet,2017,2,6,3,10,Block,379
1,-122.2820568,47.51990297,Clear,Dark - Street Lights On,Dry,2019,3,13,5,4,Block,422
1,-122.3109494,47.59511628,Clear,Daylight,Dry,2018,8,34,4,12,Block,174
1,-122.3555447,47.72232421,Clear,Daylight,Wet,2019,1,2,3,16,Block,167
1,-122.3499463,47.51733018,Raining,Daylight,Wet,2019,5,21,5,17,Block,237
1,-122.2984063,47.60086529,Snowing,Daylight,Ice,2019,2,6,4,14,Block,177
1,-122.3339072,47.6486075,Clear,Dark - Street Lights On,Dry,2017,2,5,2,18,Block,419
2,-122.3285622,47.61223876,Clear,Daylight,Dry,2019,11,48,1,12,Block,300
1,-122.390036,47.54190543,Clear,Dark - Street Lights On,Dry,2018,10,42,5,5,Block,180
2,-122.3302648,47.60171616,Overcast,Daylight,Dry,2019,1,2,4,8,Intersection,142
2,-122.3445908,47.6963601,Clear,Daylight,Dry,2019,6,25,4,16,Intersection,205
2,-122.3340179,47.61771364,Clear,Daylight,Dry,2018,8,35,1,11,Intersection,438
1,-122.3566896,47.62719239,Clear,Dusk,Dry,2018,11,45,3,16,Intersection,270
2,-122.2991597,47.57967346,Clear,Dark - Street Lights On,Dry,2019,4,17,6,3,Block,427
2,-122.3096373,47.59425142,Clear,Daylight,Dry,2018,8,35,1,7,Block,445
2,-122.3148975,47.61527742,Clear,Daylight,Dry,2018,3,12,1,14,Block,293
1,-122.336484,47.61167201,Clear,Dark - Street Lights On,Dry,2017,12,50,5,4,Intersection,128
2,-122.3499119,47.69057898,Overcast,Dark - Street Lights On,Wet,2020,1,4,2,18,Intersection,116
1,-122.3237728,47.59347649,Clear,Daylight,Dry,2017,11,47,0,15,Block,476
1,-122.3650878,47.66146174,Raining,Dark - Street Lights On,Wet,2018,10,41,0,4,Block,163
1,-122.2636914,47.6829262,Clear,Dark - Street Lights On,Dry,2019,9,36,1,21,Intersection,313
2,-122.3156578,47.67497952,Clear,Dark - Street Lights On,Dry,2018,11,45,4,17,Intersection,55
1,-122.30194009999998,47.73382926,Clear,Daylight,Dry,2019,4,18,1,16,Intersection,196
1,-122.37621409999998,47.66905469,Raining,Daylight,Wet,2017,11,48,3,8,Block,489
1,-122.3774495,47.56407714,Clear,Daylight,Dry,2020,4,16,3,11,Intersection,94
1,-122.3196436,47.5983479,Clear,Daylight,Dry,2019,6,23,3,7,Intersection,288
2,-122.277071,47.54601824,Raining,Dark - Street Lights On,Wet,2018,12,51,5,19,Block,44
1,-122.3436842,47.62471211,Overcast,Daylight,Wet,2017,3,9,3,14,Block,43
1,-122.2706687,47.52613435,Raining,Dark - Street Lights On,Wet,2019,9,37,6,4,Block,330
1,-122.2878549,47.53034343,Raining,Dawn,Wet,2017,11,45,5,7,Block,86
1,-122.2782798,47.52331462,Clear,Daylight,Dry,2019,1,2,5,10,Block,426
2,-122.3559936,47.54687472,Clear,Daylight,Wet,2017,3,10,3,8,Block,241
1,-122.3482257,47.62455294,Clear,Daylight,Dry,2019,5,18,4,10,Block,153
1,-122.3436235,47.62583781,Clear,Daylight,Dry,2019,3,12,1,17,Block,43
1,-122.342754,47.6489803,Clear,Daylight,Dry,2018,7,28,4,9,Block,243
1,-122.3895146,47.56023457,Clear,Unknown,Dry,2019,5,19,4,7,Block,303
2,-122.312377,47.57947121,Unknown,Unknown,Unknown,2017,2,6,2,15,Intersection,246
1,-122.2424335,47.51100594,Clear,Dark - Street Lights On,Dry,2019,8,34,3,23,Block,328
1,-122.3242936,47.60673262,Overcast,Daylight,Wet,2019,3,10,4,9,Intersection,466
2,-122.3557095,47.53368181,Clear,Daylight,Dry,2019,8,32,4,12,Block,130
2,-122.315619,47.6199463,Overcast,Daylight,Dry,2018,9,37,0,8,Intersection,387
1,-122.3604791,47.52469335,Clear,Daylight,Dry,2019,9,39,3,10,Intersection,230
1,-122.3833909,47.65663263,Clear,Daylight,Dry,2019,2,6,2,15,Block,238
1,-122.3032877,47.59979969,Raining,Dark - Street Lights On,Wet,2018,11,48,1,18,Block,258
1,-122.3355713,47.52178311,Raining,Daylight,Wet,2017,1,3,1,12,Block,121
1,-122.3767833,47.68414673,Overcast,Dark - Street Lights On,Wet,2018,10,40,4,21,Block,417
2,-122.317228,47.59833759,Clear,Daylight,Dry,2018,8,34,4,17,Intersection,226
2,-122.3143013,47.54770866,Clear,Dark - Street Lights On,Dry,2018,11,46,3,17,Block,15
1,-122.3319542,47.66137796,Clear,Daylight,Dry,2018,9,36,3,8,Block,367
1,-122.330723,47.61849176,Clear,Daylight,Dry,2018,3,11,4,7,Intersection,62
1,-122.3652334,47.5392503,Clear,Daylight,Ice,2017,2,5,2,8,Block,373
2,-122.3396742,47.57151424,Clear,Dark - Street Lights On,Dry,2019,11,46,4,20,Block,345
1,-122.3167805,47.60620305,Raining,Dark - Street Lights On,Wet,2018,8,34,6,20,Intersection,452
1,-122.34469409999998,47.70505121,Overcast,Daylight,Dry,2019,10,42,1,11,Intersection,7
1,-122.3514625,47.58463259,Unknown,Daylight,Wet,2019,12,52,0,9,Block,277
1,-122.34228190000002,47.63264960000001,Clear,Daylight,Dry,2019,7,28,6,15,Block,465
1,-122.3119933,47.66126195,Clear,Daylight,Dry,2018,11,45,4,7,Intersection,160
2,-122.3611516,47.52469174,Raining,Dark - Street Lights On,Wet,2019,10,42,5,0,Block,230
1,-122.3567002,47.62601546,Clear,Dark - Street Lights On,Dry,2017,12,50,2,23,Block,270
1,-122.2781409,47.54780496,Unknown,Unknown,Unknown,2018,10,41,5,8,Block,393
1,-122.3435924,47.71957199,Clear,Daylight,Dry,2018,8,33,0,9,Block,439
1,-122.356706,47.62501857,Overcast,Daylight,Dry,2017,12,50,3,10,Block,270
1,-122.3052704,47.64429117,Clear,Daylight,Wet,2018,12,50,0,11,Block,400
1,-122.3257398,47.68005857,Clear,Daylight,Dry,2017,2,8,4,14,Block,287
2,-122.3418822,47.61767496,Clear,Daylight,Dry,2018,9,36,1,16,Block,253
1,-122.3207998,47.73402776,Clear,Daylight,Dry,2019,11,47,3,10,Intersection,449
1,-122.33508700000002,47.70049597,Raining,Daylight,Wet,2017,11,45,3,10,Block,172
2,-122.36046,47.5282836,Raining,Dark - Street Lights On,Wet,2020,1,2,0,18,Intersection,230
2,-122.3209367,47.62466033,Clear,Dusk,Dry,2019,5,22,4,21,Block,120
1,-122.31964109999998,47.59876597,Clear,Daylight,Dry,2019,10,40,3,10,Block,288
2,-122.2681721,47.56285512,Clear,Daylight,Dry,2020,3,12,4,18,Intersection,69
1,-122.38244740000002,47.58811716,Overcast,Daylight,Dry,2017,2,7,3,15,Block,298
2,-122.3444887,47.63758771,Raining,Dark - Street Lights On,Wet,2018,9,36,6,23,Block,161
1,-122.3629537,47.55448438,Clear,Dark - Street Lights On,Dry,2019,2,6,4,6,Block,352
2,-122.337348,47.52047166,Raining,Daylight,Wet,2017,11,44,6,10,Block,457
1,-122.307336,47.73297973,Unknown,Unknown,Unknown,2017,12,50,3,3,Block,477
1,-122.3659723,47.66024832,Clear,Dark - Street Lights On,Dry,2019,11,46,4,21,Block,360
1,-122.3466941,47.6422552,Clear,Daylight,Dry,2019,4,17,0,8,Block,479
1,-122.3235915,47.71948581,Clear,Dark - Street Lights On,Dry,2017,11,48,2,17,Intersection,261
1,-122.3081877,47.71937352,Clear,Daylight,Ice,2017,12,49,5,9,Block,385
1,-122.4075795,47.56537195,Clear,Dark - Street Lights On,Dry,2019,2,8,3,17,Block,315
1,-122.3762212,47.66370133,Clear,Daylight,Dry,2017,1,2,6,15,Block,295
2,-122.34523490000002,47.61613769,Clear,Dusk,Dry,2020,4,15,3,19,Intersection,253
1,-122.2974008,47.71561399,Clear,Daylight,Dry,2019,6,24,2,10,Intersection,209
1,-122.3761087,47.64846829,Clear,Daylight,Dry,2018,9,39,4,14,Intersection,291
1,-122.3390531,47.51917316,Raining,Dark - Street Lights On,Wet,2018,9,36,5,3,Block,457
2,-122.34228020000002,47.72321072,Raining,Daylight,Wet,2019,4,15,3,11,Intersection,439
1,-122.322109,47.64448971,Raining,Dark - Street Lights On,Wet,2019,1,2,3,16,Intersection,150
1,-122.3224447,47.59918613,Clear,Dark - Street Lights On,Dry,2019,8,33,6,20,Intersection,288
1,-122.2927852,47.56007559,Clear,Daylight,Dry,2019,7,31,0,19,Block,396
2,-122.3297765,47.60937181,Clear,Daylight,Dry,2018,10,42,0,14,Intersection,486
2,-122.34234740000002,47.62460833,Clear,Daylight,Dry,2018,9,39,1,16,Block,43
1,-122.3404325,47.61971258,Clear,Daylight,Dry,2019,2,9,0,14,Block,451
2,-122.3702416,47.6312875,Clear,Dusk,Dry,2019,6,26,4,20,Block,318
1,-122.3245186,47.66498115,Overcast,Daylight,Dry,2019,11,46,5,10,Block,37
1,-122.357975,47.68620434,Clear,Dark - Street Lights On,Dry,2017,1,4,0,20,Intersection,200
1,-122.364295,47.55450639,Clear,Daylight,Dry,2019,3,13,3,18,Block,352
2,-122.34691709999998,47.6244693,Unknown,Unknown,Unknown,2017,12,51,2,18,Block,153
1,-122.3591107,47.52738878,Clear,Daylight,Dry,2019,5,22,1,15,Block,230
2,-122.2975068,47.5961278,Clear,Dark - Street Lights On,Dry,2018,8,33,6,23,Block,467
1,-122.3159751,47.54858799,Raining,Daylight,Wet,2017,2,5,4,14,Intersection,15
2,-122.3544998,47.6473284,Clear,Daylight,Dry,2019,11,45,3,7,Block,468
2,-122.3583071,47.65310982,Snowing,Daylight,Snow/Slush,2019,2,6,0,9,Block,90
1,-122.3390531,47.51917316,Raining,Daylight,Wet,2017,12,51,0,12,Block,457
1,-122.3362293,47.60971758,Overcast,Daylight,Wet,2019,11,46,4,8,Block,52
1,-122.3962949,47.5593749,Raining,Dark - Street Lights On,Wet,2018,12,50,0,19,Intersection,134
1,-122.33937579999998,47.61853819,Snowing,Dark - Street Lights On,Dry,2018,2,7,6,18,Intersection,451
2,-122.334196,47.58927175,Clear,Dusk,Dry,2018,10,42,0,18,Block,123
1,-122.3511598,47.64440229,Clear,Daylight,Dry,2019,6,25,5,17,Block,80
1,-122.2949704,47.61295618,Clear,Daylight,Dry,2019,3,13,1,8,Block,432
2,-122.3767962,47.68779988,Raining,Daylight,Wet,2019,1,2,2,15,Block,316
1,-122.3174433,47.60268714,Unknown,Unknown,Unknown,2019,6,22,6,21,Block,226
1,-122.3156821,47.59919952,Clear,Daylight,Dry,2018,9,38,1,13,Block,226
1,-122.3186692,47.55101695,Clear,Daylight,Dry,2017,11,46,5,14,Block,379
2,-122.3127189,47.61996729999999,Clear,Daylight,Dry,2017,2,5,2,11,Intersection,387
2,-122.3262496,47.60887338,Clear,Dark - Street Lights On,Dry,2017,11,46,2,17,Intersection,466
1,-122.3234439,47.60412807,Clear,Daylight,Dry,2019,10,44,0,10,Block,24
1,-122.3445951,47.69672073,Clear,Dark - Street Lights On,Dry,2019,10,40,4,1,Block,146
1,-122.34691709999998,47.6244693,Overcast,Dark - Street Lights On,Dry,2019,12,51,0,19,Block,153
1,-122.329187,47.60369752,Raining,Daylight,Wet,2019,1,2,1,11,Intersection,142
1,-122.3277139,47.68892656,Raining,Dark - Street Lights On,Wet,2019,1,4,1,22,Block,488
1,-122.3457028,47.61641416,Overcast,Daylight,Wet,2019,7,28,2,16,Block,253
2,-122.3450853,47.73306346,Raining,Daylight,Wet,2019,5,21,0,10,Block,389
1,-122.3681058,47.57148216,Raining,Dark - Street Lights On,Wet,2017,12,51,0,21,Block,138
1,-122.2615823,47.5202644,Overcast,Daylight,Dry,2019,9,36,5,11,Intersection,284
2,-122.3264167,47.60485688,Raining,Daylight,Wet,2018,12,51,1,14,Block,466
2,-122.3290565,47.57980945,Overcast,Daylight,Wet,2017,11,45,5,8,Intersection,75
1,-122.2976338,47.56547033,Clear,Dusk,Dry,2019,11,44,5,17,Block,485
1,-122.3302975,47.60323265,Clear,Daylight,Dry,2019,4,15,4,17,Intersection,142
2,-122.3321327,47.53414777,Overcast,Dark - Street Lights On,Dry,2018,11,45,3,16,Intersection,96
1,-122.4099896,47.57931722,Clear,Daylight,Dry,2017,12,49,0,10,Block,144
1,-122.3127486,47.73395173,Raining,Daylight,Wet,2018,11,48,1,7,Intersection,88
1,-122.3381048,47.60341979,Raining,Dark - Street Lights On,Wet,2018,12,50,4,17,Block,388
2,-122.31678,47.60922659,Clear,Daylight,Dry,2018,12,50,0,12,Intersection,452
1,-122.3020552,47.64208263,Raining,Dusk,Wet,2017,9,37,6,18,Block,400
1,-122.3259678,47.70910524,Raining,Dark - Street Lights On,Wet,2019,11,48,0,18,Block,139
2,-122.3761234,47.66366435,Clear,Daylight,Wet,2019,12,50,2,13,Intersection,295
1,-122.3413331,47.61383119,Clear,Dark - Street Lights On,Dry,2019,10,43,5,22,Intersection,8
1,-122.3216018,47.52646149,Clear,Dark - Street Lights On,Dry,2019,5,20,5,2,Block,118
1,-122.3336587,47.60774722,Clear,Dark - Street Lights On,Dry,2019,9,38,4,23,Block,52
1,-122.2965188,47.73378577,Overcast,Dark - Street Lights On,Wet,2020,2,9,5,1,Intersection,405
1,-122.3584325,47.66394731,Raining,Daylight,Wet,2019,5,21,5,12,Block,371
1,-122.3207279,47.661319,Raining,Dark - Street Lights On,Wet,2018,9,38,4,23,Intersection,351
1,-122.3137311,47.57162762,Clear,Daylight,Dry,2019,3,13,2,15,Block,57
1,-122.3583071,47.65310982,Clear,Dark - Street Lights On,Dry,2019,3,11,0,5,Block,90
2,-122.343675,47.62206083,Clear,Dark - Street Lights On,Dry,2019,4,17,4,21,Intersection,43
1,-122.350726,47.63783293,Clear,Daylight,Dry,2019,10,41,3,14,Block,20
2,-122.34481370000002,47.71231922,Overcast,Daylight,Wet,2019,2,7,4,13,Intersection,164
1,-122.3128573,47.5992175,Clear,Daylight,Dry,2018,12,49,3,9,Block,174
1,-122.3024125,47.62557125,Overcast,Daylight,Wet,2017,11,44,4,14,Block,332
1,-122.3268631,47.55185904,Overcast,Daylight,Dry,2017,1,4,5,10,Intersection,185
1,-122.3254643,47.60969373,Clear,Dark - Street Lights On,Dry,2019,1,5,0,18,Block,466
1,-122.3589776,47.55608676,Clear,Dark - Street Lights On,Wet,2020,1,2,2,20,Block,462
1,-122.3109494,47.59511628,Overcast,Dark - Street Lights On,Wet,2017,11,47,4,17,Block,174
2,-122.3847478,47.66705499,Clear,Dusk,Dry,2019,6,24,5,18,Block,344
1,-122.3763204,47.66366393,Clear,Daylight,Dry,2018,11,47,1,13,Intersection,295
2,-122.2797559,47.53423263,Overcast,Dusk,Dry,2018,9,37,3,19,Block,361
1,-122.34481370000002,47.71231922,Raining,Daylight,Wet,2017,3,11,0,15,Intersection,164
2,-122.2981446,47.58364221,Raining,Dark - Street Lights On,Wet,2017,1,2,0,18,Intersection,211
1,-122.2713388,47.53592623,Clear,Dark - Street Lights On,Dry,2019,10,43,2,2,Block,377
2,-122.3332682,47.5967848,Raining,Dark - Street Lights On,Wet,2018,12,50,6,0,Block,212
1,-122.3156581,47.67242533,Overcast,Dark - Street Lights On,Wet,2019,1,2,0,2,Intersection,266
1,-122.3656929,47.6246028,Clear,Daylight,Wet,2017,1,2,0,8,Intersection,206
1,-122.3118813,47.66854,Raining,Daylight,Wet,2020,1,4,3,16,Intersection,374
1,-122.3701937,47.57155935,Raining,Daylight,Wet,2019,12,51,5,14,Block,138
2,-122.3167846,47.6134965,Overcast,Daylight,Dry,2018,9,38,1,10,Block,293
1,-122.33442420000002,47.54463232,Raining,Dark - Street Lights On,Wet,2017,10,40,5,4,Block,63
1,-122.3320659,47.61655713,Raining,Dark - Street Lights On,Wet,2018,12,51,5,23,Block,438
2,-122.3555713,47.73413032,Clear,Daylight,Dry,2019,8,33,3,10,Intersection,33
1,-122.2559054,47.50820034,Clear,Daylight,Dry,2017,8,32,4,14,Intersection,321
2,-122.3762226,47.65698919,Clear,Daylight,Dry,2019,5,22,3,14,Block,292
1,-122.3213725,47.65589078,Clear,Daylight,Dry,2019,12,52,0,9,Block,240
2,-122.3195817,47.60169832,Clear,Dark - Street Lights On,Dry,2019,12,50,0,16,Intersection,226
1,-122.3259598,47.6060361,Clear,Daylight,Dry,2018,6,24,0,12,Block,466
2,-122.3735909,47.66643106,Raining,Daylight,Wet,2020,1,4,4,9,Intersection,444
1,-122.3229412,47.66170139,Clear,Daylight,Dry,2020,2,9,0,8,Block,37
1,-122.2853869,47.55704307,Overcast,Daylight,Dry,2017,3,10,0,10,Block,325
1,-122.3056979,47.6016727,Overcast,Dark - Street Lights On,Dry,2018,12,51,5,23,Block,54
1,-122.3205817,47.65247742,Raining,Daylight,Wet,2017,11,44,5,13,Intersection,240
1,-122.3288757,47.73136045,Clear,Dark - Street Lights On,Dry,2017,1,1,6,1,Block,346
1,-122.3969496,47.64460745,Clear,Daylight,Dry,2018,11,44,6,15,Intersection,222
1,-122.3063502,47.60351265,Clear,Daylight,Dry,2019,11,48,2,8,Intersection,54
1,-122.3240797,47.52589466,Clear,Dark - Street Lights On,Dry,2019,6,25,4,2,Block,263
1,-122.2897068,47.53409893,Snowing,Unknown,Snow/Slush,2019,2,7,2,23,Block,86
2,-122.3456535,47.61403982,Clear,Dark - Street Lights On,Dry,2017,12,49,3,21,Intersection,307
1,-122.33091129999998,47.55527559,Unknown,Unknown,Dry,2019,7,27,6,0,Block,375
2,-122.3121355,47.69488785,Overcast,Daylight,Dry,2018,8,33,3,8,Intersection,215
1,-122.3766159,47.53408699,Raining,Dark - Street Lights On,Wet,2019,10,43,0,22,Intersection,459
1,-122.3453117,47.61735578,Clear,Daylight,Dry,2020,3,12,0,11,Intersection,253
1,-122.35012340000002,47.63740848,Clear,Daylight,Dry,2018,10,43,0,7,Block,20
1,-122.2826025,47.53978646,Overcast,Dusk,Wet,2019,1,1,3,19,Block,131
2,-122.3607973,47.66433621,Raining,Daylight,Wet,2018,8,31,3,12,Intersection,371
1,-122.30414009999998,47.55883751,Clear,Daylight,Dry,2018,10,42,2,12,Block,333
1,-122.3321327,47.53414777,Clear,Dark - Street Lights On,Dry,2017,1,2,4,0,Intersection,96
2,-122.3173718,47.66784032,Clear,Dark - Street Lights On,Dry,2019,3,11,2,20,Block,245
1,-122.3000379,47.54540584,Overcast,Dusk,Wet,2019,12,49,4,17,Intersection,408
2,-122.3290919,47.60275157,Clear,Daylight,Dry,2019,5,19,6,11,Block,142
1,-122.3292812,47.56748037,Clear,Daylight,Dry,2018,9,39,4,7,Block,216
1,-122.3140426,47.71942296,Clear,Daylight,Dry,2019,7,30,6,14,Intersection,475
1,-122.3500738,47.61430799,Raining,Daylight,Wet,2018,12,51,3,14,Block,201
1,-122.2919705,47.57039062,Raining,Daylight,Wet,2017,2,6,2,15,Block,148
2,-122.3235006,47.58610117,Overcast,Daylight,Dry,2018,7,28,1,9,Intersection,268
1,-122.345966,47.69871767,Clear,Daylight,Dry,2017,9,35,6,18,Block,146
2,-122.314015,47.53476481,Clear,Dark - Street Lights On,Dry,2018,2,6,1,2,Block,414
2,-122.3567976,47.70690718,Clear,Dark - Street Lights On,Dry,2017,1,2,2,20,Intersection,382
1,-122.3767611,47.67682047,Overcast,Dark - Street Lights On,Wet,2017,2,5,5,17,Block,186
2,-122.3707364,47.69732759,Raining,Dark - Street Lights On,Wet,2017,1,3,2,7,Block,31
2,-122.3440137,47.70505031,Other,Dark - Street Lights On,Ice,2017,1,1,4,7,Block,7
2,-122.3299912,47.57438473,Raining,Dark - Street Lights On,Wet,2017,1,3,1,6,Intersection,487
1,-122.3651235,47.6241458,Clear,Daylight,Dry,2017,1,5,1,8,Block,175
2,-122.3066886,47.68304696,Clear,Daylight,Dry,2017,1,1,0,14,Intersection,198
1,-122.3240446,47.66076953,Clear,Dark - Street Lights On,Dry,2017,1,2,5,17,Block,37
2,-122.3148295,47.53526052,Snowing,Dark - Street Lights On,Snow/Slush,2017,2,6,0,5,Intersection,414
1,-122.3278184,47.60723101,Clear,Daylight,Dry,2017,1,1,3,8,Intersection,466
1,-122.3761234,47.66366435,Clear,Dusk,Dry,2017,1,4,6,16,Intersection,295
1,-122.322337,47.57171334,Clear,Dusk,Dry,2017,2,6,6,1,Block,314
1,-122.3555385,47.71960136,Clear,Daylight,Dry,2017,1,4,5,10,Intersection,167
1,-122.2815463,47.53797,Overcast,Daylight,Dry,2017,1,3,1,8,Block,131
1,-122.339357,47.60978057,Raining,Daylight,Wet,2017,2,6,2,11,Block,490
2,-122.31422859999998,47.58146973,Clear,Daylight,Dry,2017,2,8,3,17,Block,173
2,-122.3335317,47.6907815,Other,Dark - Street Lights On,Wet,2017,1,2,1,5,Block,105
2,-122.3193429,47.67584615,Clear,Daylight,Dry,2017,1,1,2,12,Intersection,55
2,-122.3058274,47.5884106,Clear,Daylight,Dry,2017,2,6,4,15,Intersection,428
2,-122.3054807,47.69302143,Clear,Dawn,Dry,2017,1,2,3,7,Intersection,47
2,-122.3143488,47.67580395,Clear,Daylight,Dry,2017,2,6,4,15,Intersection,329
2,-122.3044517,47.69893948,Overcast,Daylight,Wet,2017,1,2,0,7,Block,110
1,-122.2808421,47.53480948,Clear,Daylight,Dry,2017,2,6,5,14,Block,361
1,-122.3289663,47.59961782,Clear,Daylight,Dry,2017,1,2,4,9,Block,142
2,-122.2764033,47.52331234,Raining,Dark - Street Lights On,Wet,2017,2,6,3,17,Intersection,426
2,-122.3394393,47.56341172,Clear,Dark - Street Lights On,Dry,2017,1,1,3,19,Block,359
