SEVERITYCODE,X,Y,INC_YEAR,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,cluster_id,WEATHER_Other_Dangerous,WEATHER_Overcast,WEATHER_Raining,WEATHER_Snowing,WEATHER_Unknown,LIGHTCOND_Dark,LIGHTCOND_Dawn,LIGHTCOND_Dusk,LIGHTCOND_Unknown,ROADCOND_Other_Dangerous,ROADCOND_Unknown,ROADCOND_Wet,ADDRTYPE_Intersection
1,-122.34728590000002,47.6683659,2017,11,46,0,16,420,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3373936,47.61266535,2017,9,38,5,2,128,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.32937820000001,47.56463363,2017,11,46,3,17,216,0,0,0,0,0,0,0,1,0,0,0,1,1
2,-122.3733652,47.52105502,2017,10,43,1,20,112,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.3606562,47.69169876,2018,1,3,6,11,326,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.2965188,47.73378577,2017,10,42,3,13,405,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.35742350000001,47.64965732,2017,11,45,0,13,468,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3269703,47.60462518,2018,1,5,1,17,466,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.32008429999999,47.63402942,2017,12,49,2,16,412,0,0,0,0,0,0,0,1,0,0,0,1,0
2,-122.31428580000001,47.66127698,2017,11,47,1,11,160,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.31302079999999,47.6689933,2017,11,48,3,9,374,0,0,0,0,1,0,0,0,1,0,1,0,0
2,-122.3337062,47.66649513,2017,11,46,1,8,484,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.31261509999999,47.6237565,2017,11,45,3,16,223,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3631232,47.56199176,2017,11,46,6,7,122,0,1,0,0,0,0,1,0,0,0,0,0,0
1,-122.3240145,47.62025029,2017,10,43,4,23,166,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3156304,47.62052979999999,2017,12,49,2,9,387,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.34483429999999,47.71354798,2017,12,49,1,16,164,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.37621509999998,47.66827913,2017,10,42,3,8,489,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3330014,47.610382,2017,11,46,3,8,52,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3610149,47.53855078,2017,12,48,6,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-122.2782784,47.55229447,2017,3,13,0,20,393,0,1,0,0,0,1,0,0,0,0,0,0,0
1,-122.2942314,47.56083773,2017,11,46,1,10,183,0,1,0,0,0,0,0,0,0,0,0,0,1
2,-122.3355713,47.52178311,2018,2,7,0,15,121,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.36165109999999,47.62126697,2017,10,41,0,10,175,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.306179,47.69393571,2017,12,52,2,0,47,0,0,0,0,1,0,0,0,1,1,0,0,0
1,-122.33710719999999,47.54026927,2018,1,4,5,11,456,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.34888070000001,47.61242925,2017,11,47,2,13,307,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-122.3472169,47.68512811,2017,10,41,5,15,251,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33474650000001,47.54497285,2017,10,40,4,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.34780149999999,47.73412901,2017,11,45,6,7,322,0,0,1,0,0,0,0,0,0,0,0,1,1
2,-122.30281969999999,47.57835008,2018,1,4,0,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.2964241,47.62331724,2018,1,2,0,16,18,0,1,0,0,0,1,0,0,0,0,0,0,1
1,-122.31896119999999,47.692197799999995,2017,9,37,1,13,442,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.29746740000002,47.6164609,2017,12,49,4,10,432,0,0,0,0,0,0,0,0,0,0,0,1,1
1,-122.3153176,47.59833442,2017,11,47,2,9,174,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.3423867,47.62030264,2017,11,46,3,8,253,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-122.2844263,47.54390374,2017,11,46,4,5,192,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.30568799999999,47.69690595,2017,10,42,2,13,47,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.34625559999999,47.62584592,2018,1,1,6,13,153,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-122.2798389,47.52128849,2017,11,45,0,0,202,1,0,0,0,0,0,0,0,1,0,1,0,0
1,-122.335127,47.57665318,2017,12,51,6,0,487,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.33382160000001,47.54528535,2017,9,39,4,6,63,0,0,0,0,0,0,1,0,0,0,0,0,0
1,-122.3331722,47.60301939,2018,1,3,4,16,388,0,0,1,0,0,0,0,0,1,0,1,0,1
2,-122.3292794,47.59030786,2018,1,4,5,5,454,0,0,1,0,0,0,1,0,0,0,0,1,1
2,-122.31578859999999,47.66492253,2017,10,42,2,14,245,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.34499679999999,47.72503555,2017,10,40,0,17,72,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-122.3444844,47.68277237,2018,1,2,3,23,42,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.3127662,47.61528704,2017,10,42,5,22,349,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.33508700000002,47.62577679,2017,10,43,1,9,362,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.316781,47.6047784,2018,1,5,1,14,452,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.2858416,47.57449479,2017,10,43,4,12,269,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33620559999999,47.7068541,2018,1,2,6,11,87,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.27707099999999,47.54601824,2017,11,46,4,20,44,0,1,0,0,0,1,0,0,0,0,0,0,0
1,-122.32905600000001,47.58085271,2017,11,47,2,8,275,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3439249,47.61360264,2017,12,51,5,23,307,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.35464540000001,47.58176796,2017,11,44,2,9,277,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.37663799999999,47.53043955,2018,1,4,4,12,386,0,1,0,0,0,0,0,0,0,0,0,1,1
1,-122.29780320000002,47.71929176,2018,2,7,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3290568,47.58719993,2017,11,46,3,18,454,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.34489609999999,47.717173100000004,2017,12,49,3,14,164,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.2983584,47.53396284,2017,11,44,4,11,61,1,0,0,0,0,0,0,0,0,0,0,1,0
1,-122.3789298,47.55562499,2017,11,47,3,8,434,0,1,0,0,0,0,1,0,0,0,0,1,0
1,-122.26043840000001,47.54766778,2018,1,3,4,19,113,0,0,1,0,0,1,0,0,0,0,0,1,0
2,-122.3523588,47.6517664,2017,11,45,4,8,394,0,1,0,0,0,0,0,0,0,0,0,1,1
1,-122.2699054,47.54971451,2017,12,49,2,13,319,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.2981277,47.58590373,2017,10,40,1,9,211,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.29757109999998,47.59552679,2018,1,4,2,17,467,0,1,0,0,0,0,0,1,0,0,0,1,1
1,-122.3787711,47.56326378,2017,11,48,3,11,94,0,0,1,0,0,0,0,0,0,0,0,1,1
2,-122.2856311,47.54605725,2017,10,44,0,5,192,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.2787047,47.53293555,2017,12,49,3,17,361,0,1,0,0,0,0,0,1,0,0,0,0,0
2,-122.3207558,47.60865612,2017,10,43,0,12,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33356200000001,47.60680129,2017,10,41,3,14,52,0,0,1,0,0,0,0,0,0,0,0,1,1
2,-122.31678059999999,47.60588516,2017,12,48,5,2,452,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-122.32505520000001,47.59919076,2017,10,42,4,0,46,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.3867767,47.56201042,2017,12,51,3,1,159,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.33419779999998,47.58610377,2017,11,46,1,16,275,0,0,0,0,0,0,0,1,0,0,0,0,1
2,-122.31548090000001,47.65982287,2017,12,51,1,7,351,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.32387299999999,47.55185477,2017,11,45,3,11,185,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.39267199999999,47.53365008,2017,11,48,1,4,357,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.31496070000001,47.5234685,2017,11,46,0,11,327,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-122.33511000000001,47.70141155,2017,10,43,2,8,172,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.29045970000001,47.5534528,2017,12,52,5,14,203,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.2807878,47.53974068,2017,11,45,0,17,131,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-122.34835509999999,47.61563755,2017,10,40,4,16,307,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.29235520000002,47.54264807,2018,1,3,0,18,213,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.32905600000001,47.58085271,2017,12,51,0,14,275,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3418655,47.73413095,2017,10,40,4,17,389,0,1,0,0,0,0,0,1,0,0,0,0,0
1,-122.3184088,47.66221288,2017,12,48,5,19,351,0,0,1,0,0,1,0,0,0,0,0,1,0
2,-122.3044,47.65006045,2017,9,37,4,22,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.2977111,47.72018323,2017,11,46,5,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3445606,47.69382203,2018,1,2,4,21,205,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3023388,47.601667299999995,2017,10,40,1,10,460,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.35797409999999,47.68694046,2017,12,50,1,17,200,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.3331353,47.66138374,2017,10,43,1,13,367,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.37419369999999,47.5640756,2018,1,2,6,7,94,0,1,0,0,0,0,1,0,0,0,0,1,0
1,-122.37485490000002,47.6629319,2018,1,3,4,0,295,0,1,0,0,0,1,0,0,0,0,0,0,0
2,-122.3539112,47.56734821,2017,11,48,2,16,40,0,0,0,0,0,0,0,1,0,0,0,0,1
2,-122.37674209999999,47.64943948,2017,11,44,3,22,291,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-122.31347290000001,47.55344268,2017,11,45,6,1,311,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.31777240000001,47.70401196,2018,2,5,5,21,136,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.30223490000002,47.59980258,2017,11,46,5,0,258,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.32752450000001,47.60439327,2017,12,48,5,23,142,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.4110207,47.65409431,2017,12,49,0,4,380,1,0,0,0,0,1,0,0,0,0,0,1,1
1,-122.36045049999998,47.53007875,2017,12,49,4,16,230,0,0,0,0,0,0,1,0,0,0,0,0,0
1,-122.3710048,47.64503014,2018,1,3,0,21,406,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-122.3868564,47.55841117,2017,11,45,5,20,303,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3235647,47.72311934,2017,12,50,1,12,30,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.2794624,47.66795816,2017,11,47,1,18,13,0,0,1,0,0,1,0,0,0,0,0,1,0
2,-122.33560049999998,47.61852277,2017,10,42,6,1,438,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.35895900000001,47.571718,2018,1,2,1,16,391,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.27014240000001,47.50614732,2018,2,7,0,16,443,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3356854,47.66138576,2017,11,48,2,9,132,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3397737,47.62029334,2017,12,49,4,15,451,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.36266770000002,47.65123294,2017,11,48,2,11,390,0,1,0,0,0,0,0,0,0,0,0,0,0
2,-122.35309869999999,47.61388393,2017,12,48,6,16,201,0,0,1,0,0,0,0,1,0,0,0,1,0
1,-122.37949070000002,47.69060081,2018,1,2,0,18,365,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.31772269999999,47.66057875,2017,11,44,4,23,351,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.29031509999999,47.58664303,2017,12,51,5,15,301,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-122.2960815,47.53895778,2017,10,43,2,11,61,0,1,0,0,0,0,0,0,0,0,0,0,1
2,-122.2826914,47.70835923,2017,11,47,2,21,190,0,0,0,0,0,1,0,0,0,0,0,1,1
1,-122.38745,47.56292911,2017,11,44,6,10,159,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-122.34232659999998,47.62713838,2017,12,51,5,15,43,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.35283899999999,47.61535695,2017,11,45,1,12,201,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3629537,47.55448438,2018,2,6,2,18,352,0,0,0,0,0,1,0,0,0,0,0,1,0
2,-122.38212730000001,47.67236651,2017,10,42,5,16,344,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.3407369,47.65859227,2017,11,44,5,16,499,0,1,0,0,0,0,0,1,0,0,0,1,0
1,-122.3006452,47.67396072,2017,11,46,0,17,227,0,0,1,0,0,1,0,0,0,0,0,1,0
2,-122.3332693,47.57981029999999,2018,1,4,1,17,275,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.38759280000001,47.68680277,2017,12,50,0,18,178,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.3553068,47.68105375,2017,10,41,3,14,19,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.3037389,47.60166928,2017,12,50,2,8,54,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-122.3458666,47.69056670000001,2018,1,2,3,14,441,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.36095859999999,47.57159361,2017,11,47,2,22,391,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.349999,47.61309087,2017,10,41,3,13,307,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.2767405,47.54743168,2017,9,37,5,10,44,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.3183876,47.66400727,2017,12,50,5,17,245,0,0,0,0,1,1,0,0,0,0,1,0,1
2,-122.3054768,47.69347501,2017,11,48,2,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.36603810000001,47.675625399999994,2017,11,45,3,17,455,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3433821,47.64953358,2017,11,48,3,15,243,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.35113390000002,47.57094178,2017,12,49,1,9,137,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3246538,47.604608299999995,2018,1,2,3,15,466,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.3201136,47.61408042,2017,11,44,5,0,95,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.302769,47.73383869,2017,10,40,2,9,196,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3223527,47.55593506,2017,12,50,1,16,185,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-122.35551969999999,47.71506588,2017,12,49,4,16,312,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.33777920000001,47.57120261,2017,10,42,2,14,345,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.37678970000002,47.68596821,2017,11,46,4,21,316,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3285919,47.70681249,2018,1,4,3,10,87,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.2963702,47.72380076,2017,12,51,1,9,272,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.31139579999999,47.67578296,2017,10,42,2,13,329,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.31496809999999,47.52304218,2017,12,49,3,8,327,0,0,0,0,0,0,0,0,0,0,0,1,1
1,-122.33304040000002,47.60455382,2017,10,42,4,8,388,0,1,0,0,0,0,0,0,0,0,1,0,0
1,-122.3309994,47.61827376,2018,1,1,4,14,62,0,0,1,0,0,0,0,0,0,0,0,1,1
2,-122.3449769,47.72321155,2018,1,4,1,20,439,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.3044,47.65006045,2017,11,48,3,5,6,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.33646999999999,47.69323015,2017,11,46,5,21,256,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3044517,47.69893948,2017,10,40,2,7,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.329058,47.5850737,2017,10,42,3,17,275,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.310511,47.55671789,2017,11,45,3,14,311,0,0,1,0,0,0,0,0,0,0,0,0,1
1,-122.31786170000001,47.709173799999995,2017,11,47,1,8,404,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.36732079999999,47.69425829,2017,11,45,3,17,494,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.35338999999999,47.56630408,2017,12,51,0,17,40,0,0,1,0,0,1,0,0,0,0,0,1,0
2,-122.328406,47.604518799999994,2017,10,40,5,20,486,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.34856,47.68693988,2018,2,6,3,22,251,0,1,0,0,0,1,0,0,0,0,0,1,0
2,-122.3341327,47.71712395,2017,10,42,3,17,347,0,0,1,0,0,0,0,0,0,0,0,1,1
2,-122.31327659999998,47.65566932,2017,11,44,5,14,358,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.34350020000001,47.63285877,2017,11,47,4,1,465,0,1,0,0,0,1,0,0,0,0,0,0,0
1,-122.2910189,47.55529245,2018,1,3,6,18,203,0,0,0,0,1,1,0,0,0,0,0,1,0
1,-122.35540390000001,47.62457825,2017,12,51,1,6,270,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.305674,47.60801539,2017,10,40,0,1,156,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.33483159999999,47.52278354,2017,12,48,4,17,121,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.36861100000002,47.66365484,2018,2,6,3,22,163,0,0,0,0,0,1,0,0,0,0,0,1,1
1,-122.26998119999999,47.53530228,2017,10,43,4,16,377,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.345027,47.72776725,2018,1,1,5,13,72,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.32210729999998,47.64505345,2018,1,5,1,12,150,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.34888070000001,47.61242925,2017,10,42,0,12,307,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.36092839999999,47.62066371,2017,10,44,1,19,175,1,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.2971996,47.73379124,2017,11,46,2,7,405,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3485795,47.65413585,2018,2,6,4,19,394,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.27106029999999,47.53828252,2017,12,48,5,15,377,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.329058,47.5850737,2017,11,46,0,12,275,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.30194009999998,47.73382926,2017,10,43,1,13,196,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3708077,47.56471397,2018,1,3,1,17,463,0,1,0,0,0,0,0,1,0,0,0,0,1
2,-122.28470690000002,47.53703457,2017,11,45,3,12,131,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.26998909999999,47.53210531,2017,12,49,1,13,224,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.29101329999999,47.56884028,2017,12,51,1,8,148,0,0,1,0,0,0,0,0,1,0,0,1,0
2,-122.2561155,47.51845265,2017,8,35,3,14,197,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.382081,47.55047064,2018,2,6,2,22,21,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.37609029999999,47.64941869,2017,12,48,4,18,291,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-122.3261852,47.70861294,2017,12,49,5,15,139,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3346595,47.59031228,2017,9,38,5,14,123,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.302329,47.65499523,2017,11,46,1,15,421,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.33026640000001,47.601298,2018,1,3,2,15,142,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.36328259999999,47.56834746,2017,11,46,2,8,447,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.33910530000001,47.60782816,2018,1,5,2,10,490,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.34499679999999,47.72503555,2017,10,40,4,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.2750727,47.54533113,2018,1,1,1,18,44,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.36316780000001,47.65734986,2017,11,46,1,10,360,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.32939509999999,47.56596423,2018,1,2,0,10,216,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-122.30194009999998,47.73382926,2017,12,49,5,10,196,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.33427920000001,47.62316241,2017,11,48,0,17,362,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.29155349999999,47.55529415,2017,11,48,3,18,203,0,1,0,0,0,1,0,0,0,0,0,1,1
1,-122.28118049999999,47.65541971,2017,10,42,4,11,413,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.3390531,47.51917316,2017,12,48,5,16,457,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3076426,47.54191861,2018,1,2,1,8,320,0,0,1,0,0,0,1,0,0,0,0,1,0
2,-122.3766374,47.52937272,2017,11,44,4,15,386,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.33223319999999,47.59828868,2017,12,49,1,11,212,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.35727050000001,47.62957479999999,2017,11,46,5,8,270,0,0,0,0,1,0,0,0,1,0,1,0,0
2,-122.299971,47.6016628,2017,11,46,1,13,460,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.33425109999999,47.61785152,2017,12,51,1,2,438,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.3841369,47.56106419,2017,12,51,0,18,159,0,1,0,0,0,0,0,1,0,0,0,1,1
1,-122.314773,47.57115317,2017,12,48,5,23,57,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3310298,47.68776395,2017,10,43,6,12,105,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3330033,47.62369098,2017,12,49,2,2,362,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.31685420000001,47.61526393,2018,1,2,6,5,293,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.296733,47.57267595,2017,9,36,0,0,294,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.31267509999999,47.72847403,2017,10,43,1,11,88,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.33160430000001,47.60466156,2017,10,40,3,19,486,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.29886189999999,47.60850659,2018,1,3,0,12,101,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3038132,47.67577609,2018,2,6,0,18,378,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.29668159999999,47.57614674,2017,11,46,3,8,294,0,0,0,0,1,0,0,0,0,0,1,0,0
1,-122.33754429999999,47.60612176,2017,11,45,4,19,490,0,0,0,0,1,1,0,0,0,0,1,0,1
1,-122.30375349999998,47.61764263,2017,11,47,6,15,99,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.32351509999998,47.63310578,2017,11,45,6,18,412,0,0,1,0,0,1,0,0,0,0,0,1,0
2,-122.32670829999999,47.60769539,2017,12,49,4,10,466,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.32996899999999,47.58397491,2017,11,46,4,23,275,0,1,0,0,0,1,0,0,0,0,0,0,1
1,-122.3148075,47.55344765,2017,10,43,0,14,311,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.36234209999999,47.65649812,2018,1,4,6,13,360,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-122.33089640000001,47.6022093,2017,11,47,4,12,142,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.32788070000001,47.61664171,2017,9,39,4,21,217,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.3244797,47.61578647,2017,11,44,6,1,217,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3194561,47.61466378,2017,11,46,5,6,369,0,1,0,0,0,1,0,0,0,0,0,0,0
1,-122.33506409999998,47.69958313,2017,11,45,3,14,172,0,0,0,0,0,0,0,0,0,0,0,1,1
1,-122.3172263,47.59960318,2018,2,5,3,14,226,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.30736440000001,47.59378377,2017,10,42,4,10,445,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.29400559999999,47.5729186,2017,10,43,5,17,294,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.32955430000001,47.73410009,2017,11,46,2,6,346,0,0,1,0,0,0,1,0,0,0,0,1,0
2,-122.329058,47.5850737,2017,11,45,5,2,275,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3554625,47.61642002,2017,12,49,5,20,32,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.3142101,47.66490847,2017,12,48,6,23,160,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.31726200000001,47.5954074,2017,12,48,5,0,174,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-122.36603810000001,47.675625399999994,2017,11,45,2,9,455,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3201524,47.54735691,2017,11,48,3,10,15,0,0,1,0,0,0,0,0,0,1,0,0,1
1,-122.3299883,47.58891963,2017,11,46,4,20,454,0,1,0,0,0,1,0,0,0,0,0,0,0
1,-122.38682990000001,47.55932476,2017,12,52,1,13,303,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.356848,47.71234907,2017,11,46,3,18,312,0,1,0,0,0,1,0,0,0,0,0,0,1
2,-122.29047890000001,47.68304824,2017,11,45,5,17,355,0,1,0,0,0,1,0,0,0,0,0,1,1
1,-122.3601078,47.56923583,2017,11,47,6,20,391,0,1,0,0,0,1,0,0,0,0,0,0,0
2,-122.32807859999998,47.60416123,2017,10,42,3,9,142,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.38730679999999,47.53641189,2017,11,44,4,12,495,0,0,0,1,0,0,0,0,0,0,0,1,0
