SEVERITYCODE,X,Y,INC_YEAR,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,cluster_id,WEATHER_Other_Dangerous,WEATHER_Overcast,WEATHER_Raining,WEATHER_Snowing,WEATHER_Unknown,LIGHTCOND_Dark,LIGHTCOND_Dawn,LIGHTCOND_Dusk,LIGHTCOND_Unknown,ROADCOND_Other_Dangerous,ROADCOND_Unknown,ROADCOND_Wet,ADDRTYPE_Intersection
1,-122.37544950000002,47.69539492,2019,10,41,2,21,31,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-122.3289675,47.59919689,2019,11,47,2,14,142,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3242191,47.59284903,2019,12,50,1,2,476,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.26999029999999,47.5346718,2019,11,45,4,19,377,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.34499679999999,47.72503555,2019,10,42,6,15,72,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3450853,47.73306346,2019,11,45,2,15,389,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.2653146,47.6793722,2019,9,36,1,18,313,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-122.26998200000001,47.52473904,2019,12,51,3,17,330,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.33600929999999,47.62578545,2019,9,39,4,18,111,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3341832,47.60046507,2019,9,39,4,23,212,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-122.3105447,47.5892123,2019,9,38,1,11,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.366721,47.69936571,2019,10,40,4,12,193,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.37326740000002,47.63903499,2019,11,46,4,8,187,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.2854432,47.55865579,2019,11,44,6,19,325,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.3044725,47.71480807,2019,11,44,5,10,331,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33926890000001,47.66708309,2019,10,40,5,19,262,0,1,0,0,0,1,0,0,0,0,0,0,0
1,-122.33392350000001,47.60467778,2019,10,43,3,11,388,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3259847,47.57171560000001,2020,1,4,6,18,314,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.345037,47.72867768,2019,10,43,1,15,72,0,1,0,0,0,0,0,0,0,0,0,1,1
2,-122.339357,47.60978057,2019,11,46,1,15,490,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.3554242,47.62210319,2019,12,50,2,18,32,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.3342152,47.55416618,2019,11,46,1,11,48,0,1,0,0,0,0,0,0,0,0,0,1,1
1,-122.3025936,47.58837465,2019,11,45,6,0,428,0,1,0,0,0,1,0,0,0,0,0,1,1
1,-122.26764920000001,47.52886924,2019,10,43,6,19,108,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-122.3024125,47.62557125,2019,10,40,1,10,332,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.34976640000001,47.73231424,2019,11,45,0,11,322,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.32285959999999,47.52981428,2019,9,38,5,10,118,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3161168,47.60922395,2019,10,41,2,8,452,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33909059999999,47.68531474,2019,10,43,1,10,274,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-122.3383143,47.6143914,2019,12,52,4,4,128,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.3350939,47.70816913,2019,10,40,3,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.29402809999999,47.58590805,2019,9,36,3,20,64,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-122.3342549,47.61851729,2019,11,46,5,6,438,0,1,0,0,0,1,0,0,0,0,0,0,1
2,-122.3115574,47.63993038,2019,10,42,4,17,97,0,0,1,0,0,0,0,1,0,0,0,1,0
2,-122.36886159999999,47.65048786,2019,10,40,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.36079579999999,47.66340234,2019,12,50,6,2,371,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-122.3347922,47.54919059,2019,9,38,2,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.32079979999999,47.73402776,2019,7,31,1,17,449,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.28110420000002,47.53705159,2019,12,48,6,17,131,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.30990249999999,47.631474299999994,2019,10,43,1,12,423,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3252496,47.6794347,2019,11,45,4,21,287,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.334001,47.70911658,2019,10,40,3,21,87,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.39193259999999,47.53700294,2019,10,41,1,15,180,0,0,1,0,0,0,0,0,0,0,0,1,1
2,-122.3969496,47.64460745,2019,10,43,5,17,222,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.28524250000001,47.55825221,2019,10,44,0,11,325,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3226632,47.60494782,2019,12,50,3,10,24,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.31940959999999,47.603939600000004,2019,7,31,2,19,24,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-122.3227595,47.61405743,2019,9,39,5,2,95,0,0,1,0,0,1,0,0,0,0,0,1,0
2,-122.3362818,47.61313013,2019,10,42,6,13,128,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.3416065,47.51819356,2019,5,22,1,14,457,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.36062820000001,47.62459859,2019,11,47,2,11,175,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3339614,47.70685022,2019,11,47,5,9,87,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3501723,47.5710834,2019,10,41,1,12,137,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.33823829999999,47.55576875,2019,8,34,2,16,48,0,1,0,0,0,0,0,0,0,0,0,1,1
1,-122.38343300000001,47.67163889,2019,8,33,3,12,344,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3629072,47.55837154,2019,11,47,0,11,122,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.31728079999999,47.59383355,2019,7,31,2,23,448,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.31675619999999,47.61222459,2019,10,41,4,0,293,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3406902,47.57138159,2019,12,51,4,20,345,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.2680321,47.51985179,2019,9,39,0,10,127,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3394392,47.56449979999999,2019,9,39,3,14,359,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.26998600000002,47.52330727,2019,10,41,3,16,330,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.33759199999999,47.61120737,2019,10,43,5,21,128,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.30968270000001,47.66305721,2019,8,33,3,16,160,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3413257,47.70504669,2019,10,41,2,20,471,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.3255871,47.63385962,2020,1,3,4,17,412,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.35914220000001,47.52286302,2019,10,42,4,16,276,0,0,1,0,0,0,0,1,0,0,0,1,1
1,-122.27343090000001,47.54337014,2019,11,45,4,18,44,0,0,0,0,0,0,0,1,0,0,0,0,1
2,-122.28346359999999,47.53888304,2019,11,47,2,12,131,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33696270000002,47.73231251,2019,10,43,1,21,151,0,1,0,0,0,1,0,0,0,0,0,0,1
1,-122.2699867,47.53416659,2020,1,4,1,9,224,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.29751329999999,47.66122149,2019,10,43,5,16,421,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.37621409999998,47.66905469,2019,11,46,4,16,489,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-122.32596770000002,47.59365795,2019,9,38,0,13,476,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33777920000001,47.57120261,2019,11,45,5,18,345,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.2851922,47.54516406,2019,10,43,5,12,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3893955,47.57642512,2019,11,47,6,9,182,0,0,0,0,1,1,0,0,0,0,1,0,0
1,-122.36456729999999,47.51736357,2019,10,41,2,11,78,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3195608,47.66222066,2020,1,2,1,8,351,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.38745,47.56292911,2018,8,35,2,16,159,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3814533,47.56287292,2019,11,44,6,11,159,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3330236,47.54332959,2018,7,31,0,18,63,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.2596358,47.49598937,2019,10,44,2,8,89,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3670479,47.7196734,2019,10,40,4,14,407,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.2991597,47.57967346,2019,11,46,1,15,427,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.27974809999999,47.54244287,2018,7,29,0,16,221,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.28077659999998,47.53072864,2019,11,44,5,13,361,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3449368,47.71957221,2018,8,32,1,8,439,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3473216,47.66393868,2019,10,41,3,10,420,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.37655290000001,47.54013137,2018,7,29,0,17,231,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.37933020000001,47.58805821,2019,11,46,6,11,298,0,1,0,0,0,0,0,0,0,0,0,0,0
2,-122.3101449,47.61702584,2018,7,27,0,15,349,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3449669,47.72230187,2019,10,42,4,18,439,0,1,0,0,0,1,0,0,0,0,0,1,1
1,-122.2924335,47.73375281,2019,9,37,6,0,405,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.33823829999999,47.55576875,2018,8,31,4,14,48,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3660203,47.67777044,2019,10,44,3,8,455,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3024092,47.55219312,2019,9,38,6,6,154,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-122.29598020000002,47.60355441,2018,7,28,5,13,453,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.37891929999999,47.68042670000001,2019,10,40,4,12,324,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-122.32690829999999,47.66935617,2018,9,37,3,19,232,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.29290520000002,47.57147528,2018,8,34,1,1,148,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.34764979999999,47.61186755,2019,10,40,5,8,307,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3383143,47.6143914,2019,10,44,0,18,128,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.3037054,47.55745767,2018,7,29,6,13,333,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3897798,47.68587108,2019,10,42,0,21,178,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-122.3176632,47.70037946,2019,11,44,6,5,136,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.3101503,47.59407194,2018,8,32,6,14,445,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3005848,47.73381841,2019,7,30,2,19,196,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3359077,47.59875001,2018,9,36,1,12,212,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.36450090000001,47.53370043,2019,10,40,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3355803,47.60229736,2018,8,31,3,13,388,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.35278149999999,47.625870299999995,2019,10,41,2,17,270,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-122.3510072,47.61486017,2018,7,30,5,6,201,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.30431670000002,47.70458642,2018,9,37,2,0,110,0,0,0,0,1,1,0,0,0,0,1,0,0
2,-122.3386774,47.55659137,2019,10,40,1,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.34756750000001,47.62492483,2019,9,39,3,22,153,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.3452133,47.61260646,2018,7,29,4,12,307,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3422834,47.63369315,2019,10,44,2,15,465,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3347922,47.54919059,2019,9,39,3,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3444844,47.68330146,2018,8,32,0,8,42,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.32768600000001,47.60876436,2019,10,40,1,17,466,0,0,0,0,1,0,0,1,0,0,1,0,0
1,-122.3604334,47.53278425,2019,11,46,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.3762107,47.67563585,2018,9,36,1,17,186,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.31348290000001,47.55234567,2019,10,41,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.31311570000001,47.66218058,2019,8,35,0,15,160,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.36095859999999,47.57159361,2018,7,31,0,9,391,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.341806,47.68693378,2019,11,47,0,17,274,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.30194009999998,47.73382926,2018,7,27,2,14,196,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3340608,47.61405656,2019,7,30,3,12,492,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.34636529999999,47.72686059,2019,11,46,6,9,72,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.3800629,47.56108211,2018,8,35,1,17,434,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.298592,47.71359991,2018,7,27,1,8,209,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3214679,47.62199103,2019,10,42,6,2,166,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.35014740000001,47.61552445,2018,8,34,5,20,201,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-122.2639973,47.50254802,2019,11,45,0,1,339,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.3394393,47.56341172,2018,7,31,1,1,359,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.36611040000001,47.67380711,2019,10,43,5,9,281,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.3265418,47.61171115,2018,7,29,5,21,300,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-122.346783,47.61166731,2019,10,42,1,11,307,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.2851054,47.62251267,2018,7,30,5,13,398,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.35931470000001,47.69061787,2019,11,48,4,22,200,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.37630449999999,47.69371047,2019,10,42,5,11,31,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.3101503,47.59407194,2019,11,47,5,16,445,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.3229156,47.52646547,2018,8,35,1,8,118,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3052797,47.64935233,2018,9,37,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3420508,47.70778169,2019,10,40,5,22,471,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.3240969,47.60484127,2019,9,39,5,6,466,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.3762533,47.55651741,2019,11,46,1,7,434,0,0,1,0,0,0,0,1,0,0,0,1,0
1,-122.3124406,47.59707169,2018,8,34,2,22,174,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.31675619999999,47.61222459,2019,11,47,0,9,293,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-122.3696989,47.62757360000001,2018,8,31,4,17,206,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.32021599999999,47.62774924,2019,9,39,6,19,120,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.324354,47.61015809,2018,7,27,1,17,466,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.27264050000001,47.53935105,2019,10,40,3,16,377,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-122.4087788,47.57588016,2019,10,42,2,22,144,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-122.26998909999999,47.53210531,2019,9,40,0,14,224,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3426125,47.61106822,2019,9,39,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.35164590000001,47.61758358,2018,7,29,3,10,201,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.2790514,47.52375634,2019,10,43,2,22,426,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.28205679999999,47.51990297,2019,11,46,2,22,422,0,0,0,0,0,1,0,0,0,1,0,0,0
1,-122.3767666,47.67864679,2018,8,35,2,18,417,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.2947629,47.66124551,2019,9,40,0,15,171,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.31876000000001,47.60435904,2018,6,23,2,19,24,0,0,0,0,1,0,0,0,1,0,1,0,0
2,-122.26998909999999,47.53210531,2019,10,40,4,17,224,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.3342112,47.60918901,2018,9,36,2,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.33112620000001,47.60171757,2019,11,45,0,9,142,0,1,0,0,0,0,0,0,0,0,0,0,0
2,-122.3554412,47.66145391,2018,7,27,3,15,45,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3427055,47.64997533,2018,7,30,5,19,243,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3503553,47.61858192,2019,9,38,3,9,201,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.29027340000002,47.67578349,2018,7,26,6,15,93,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.30438640000001,47.55963761,2019,11,45,0,15,333,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.32687539999999,47.5533844,2019,11,47,4,9,185,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.2851165,47.68235109,2018,8,33,6,4,233,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3387324,47.61229387,2018,6,26,5,17,128,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.3313951,47.61850791,2018,8,33,4,14,62,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3462457,47.61790838,2019,9,40,0,9,155,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.35826589999999,47.63838322,2018,7,30,0,12,433,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3638591,47.62460942,2019,11,47,3,5,175,0,1,0,0,0,1,0,0,0,0,0,0,1
1,-122.3304653,47.54438649,2019,10,44,2,15,336,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3569193,47.63898918,2019,10,41,2,18,244,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3814594,47.55835792,2019,11,46,6,0,434,0,1,0,0,0,1,0,0,0,0,0,0,0
1,-122.3332345,47.60644341,2018,7,28,4,11,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.2983415,47.66108779,2019,9,38,1,18,421,0,1,0,0,0,1,0,0,0,0,0,1,1
1,-122.27787020000001,47.55155082,2019,10,42,2,10,393,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3142797,47.61761976,2018,8,32,5,0,387,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.31428580000001,47.66127698,2019,10,43,1,9,160,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.34542330000001,47.51730344,2019,9,39,1,16,237,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.33092179999998,47.554147799999996,2019,11,47,2,17,375,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.32346129999999,47.63972654,2018,6,26,2,7,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.35605179999999,47.62545323,2019,10,42,3,22,270,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-122.34691709999998,47.624469299999994,2018,7,29,6,0,153,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.382425,47.5502344,2019,10,40,3,6,21,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-122.27339440000002,47.54068783,2019,10,42,0,13,377,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.32020790000001,47.63138271,2019,9,39,1,8,120,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3343485,47.62586870000001,2019,11,48,0,18,362,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3200751,47.60269211,2018,7,30,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3252159,47.63486592,2019,10,41,2,17,412,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3600632,47.65414586,2019,9,39,6,5,90,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-122.3124406,47.59707169,2018,8,35,4,9,174,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3724616,47.54375097,2019,10,44,3,22,482,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-122.30247109999999,47.62201523,2019,7,29,1,17,483,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.335574,47.6106779,2019,9,39,2,22,52,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.3209333,47.62369898,2018,8,35,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3748967,47.65125644,2019,8,31,5,13,292,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3608797,47.65041734,2018,8,34,2,15,239,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.34932830000001,47.53191470000001,2019,10,42,1,8,399,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.37676110000001,47.67682047,2018,6,25,5,15,186,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.33157340000001,47.60004107,2019,9,37,4,12,212,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.2946969,47.72018507,2018,8,34,2,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.28410420000002,47.54603212,2019,11,44,4,10,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.35516489999999,47.51736038,2018,8,34,6,22,276,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.2932403,47.56080845,2019,10,43,4,7,396,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.24931570000001,47.50002189,2018,8,31,4,7,114,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.36045049999998,47.53007875,2019,11,47,1,1,230,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.31276489999999,47.68710271,2019,10,41,0,8,207,0,1,0,0,0,0,0,0,0,0,0,0,0
2,-122.31758559999999,47.6967443,2018,8,32,2,19,442,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.2815808,47.51199026,2019,9,39,0,10,106,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-122.3232755,47.70859413,2018,7,30,1,13,139,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.37260719999999,47.57900158,2019,10,41,0,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0
2,-122.3521084,47.6621376,2018,8,32,1,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3686846,47.54462694,2019,10,42,2,21,482,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-122.2903446,47.61347344,2018,7,28,6,19,229,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3767929,47.68687813,2019,10,43,5,9,316,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-122.3661742,47.670523700000004,2018,7,28,5,3,58,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-122.3559006,47.53459065,2019,10,42,5,9,130,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-122.3368227,47.53945803,2019,8,31,4,18,456,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3847426,47.67018313,2018,8,35,4,7,344,0,1,0,0,0,0,0,0,0,0,0,1,1
1,-122.3268398,47.6061613,2019,9,39,1,18,466,1,0,0,0,0,0,0,0,1,0,1,0,0
1,-122.307006,47.60267403,2018,7,28,4,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-122.3523396,47.64732794,2019,9,37,4,14,80,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3224469,47.60170348,2019,9,39,3,21,24,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-122.3584791,47.57120762,2018,9,36,6,23,391,0,0,1,0,0,1,0,0,0,0,0,1,1
2,-122.3024054,47.62594551,2018,7,28,2,8,332,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.30719099999999,47.66486034,2019,11,45,0,10,260,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.32070290000001,47.66495773,2018,7,27,3,14,245,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.2701547,47.53644387,2019,9,39,6,16,377,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.328861,47.60334107,2019,10,44,2,11,142,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.3544658,47.65415197,2018,7,28,4,16,184,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.35438799999999,47.65896206,2019,10,42,5,9,184,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-122.27847220000001,47.63547246,2018,7,27,4,17,140,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3681058,47.57148216,2019,10,42,5,14,138,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-122.3010783,47.63512349,2019,9,38,0,17,91,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-122.2963064,47.62339664,2019,11,45,0,4,18,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-122.3800557,47.66608436,2019,9,38,5,16,83,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.31318780000001,47.65905362,2019,8,33,4,21,358,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-122.3604692,47.67956029,2019,10,40,1,9,306,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-122.3825447,47.64565338,2018,4,16,1,21,104,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-122.29259350000001,47.54616443,2019,10,43,3,8,409,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-122.3876018,47.68884293,2018,9,36,4,11,178,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-122.34741340000001,47.6505626,2019,9,39,5,17,243,0,1,0,0,0,0,0,0,0,0,0,0,0
